Year_of_Release,Platform,Genre,Global_Sales
-01-0102-01-01,PS2,Action,0.41
-01-0107-01-01,PS2,Role-Playing,0.41
1997-01-01,PS,Simulation,0.41
-01-0111-01-01,DS,Action,0.41
1999-01-01,PS,Simulation,0.41
-01-0107-01-01,Wii,Shooter,0.41
-01-0111-01-01,X360,Sports,0.41
-01-0109-01-01,DS,Adventure,0.41
-01-0109-01-01,PS2,Misc,0.41
-01-0101-01-01,PS2,Simulation,0.41
-01-0106-01-01,PS2,Misc,0.41
-01-0115-01-01,PSV,Role-Playing,0.41
-01-0102-01-01,GC,Fighting,0.41
-01-01-01-01-01-01,PS2,Action,0.41
-01-01-01-01-01-01,PSP,Misc,0.41
1996-01-01,PS,Misc,0.41
-01-0107-01-01,Wii,Platform,0.41
1998-01-01,PS,Sports,0.41
-01-0108-01-01,DS,Simulation,0.41
-01-0108-01-01,PS2,Sports,0.41
-01-0101-01-01,GBA,Misc,0.41
-01-0109-01-01,PSP,Action,0.41
-01-01-01-01-01-01,PSP,Misc,0.41
-01-0109-01-01,PS2,Role-Playing,0.41
-01-0108-01-01,Wii,Racing,0.41
-01-0114-01-01,PC,Shooter,0.41
1995-01-01,SNES,Puzzle,0.41
-01-0108-01-01,PS3,Sports,0.41
-01-0105-01-01,PS2,Platform,0.41
1994-01-01,SNES,Sports,0.41
-01-0101-01-01,PS2,Platform,0.41
-01-0111-01-01,PS3,Fighting,0.41
-01-01-01-01-01-01,X360,Misc,0.41
-01-01-01-01-01-01,DS,Action,0.41
-01-0112-01-01,PSV,Shooter,0.41
-01-0106-01-01,X360,Shooter,0.41
-01-0114-01-01,XOne,Misc,0.41
-01-01-01-01-01-01,PS,Fighting,0.41
-01-0105-01-01,PS2,Action,0.41
-01-0111-01-01,X360,Simulation,0.41
-01-01-01-01-01-01,PS3,Fighting,0.41
-01-0111-01-01,PC,Shooter,0.41
-01-0113-01-01,WiiU,Role-Playing,0.41
-01-0102-01-01,PS2,Action,0.41
-01-0109-01-01,PS3,Puzzle,0.4
-01-0103-01-01,PS,Misc,0.4
-01-0101-01-01,PS,Sports,0.4
1983-01-01,2600,Adventure,0.4
-01-0108-01-01,X360,Action,0.4
-01-01-01-01-01-01,X360,Action,0.4
1981-01-01,2600,Action,0.4
-01-0103-01-01,GC,Platform,0.4
-01-0109-01-01,Wii,Misc,0.4
-01-0111-01-01,X360,Misc,0.4
-01-0107-01-01,X360,Action,0.4
-01-01-01-01-01-01,Wii,Sports,0.4
-01-0109-01-01,DS,Role-Playing,0.4
-01-0116-01-01,PS4,Role-Playing,0.4
-01-0109-01-01,PSP,Action,0.4
-01-0115-01-01,PS4,Role-Playing,0.4
-01-0113-01-01,PS3,Adventure,0.4
1997-01-01,GB,Role-Playing,0.4
-01-0109-01-01,PS2,Sports,0.4
-01-0102-01-01,PS2,Misc,0.4
nan,PS2,Sports,0.4
-01-0108-01-01,PS3,Fighting,0.4
-01-0109-01-01,Wii,Misc,0.4
1982-01-01,2600,Action,0.4
-01-0105-01-01,PS2,Role-Playing,0.4
-01-0103-01-01,GC,Sports,0.4
-01-0108-01-01,PS2,Action,0.4
-01-0109-01-01,PS3,Sports,0.4
-01-0107-01-01,X360,Strategy,0.4
-01-0108-01-01,PS2,Action,0.4
-01-0105-01-01,GBA,Action,0.4
-01-0116-01-01,PS4,Adventure,0.4
1997-01-01,PS,Strategy,0.4
-01-0105-01-01,GC,Strategy,0.4
1999-01-01,PS,Sports,0.4
-01-0104-01-01,GC,Action,0.4
1994-01-01,SNES,Fighting,0.4
-01-0112-01-01,X360,Action,0.4
-01-0113-01-01,WiiU,Action,0.4
-01-0111-01-01,Wii,Misc,0.4
1995-01-01,SAT,Fighting,0.4
-01-0109-01-01,DS,Action,0.4
1999-01-01,PS,Sports,0.4
-01-0112-01-01,PS3,Action,0.4
-01-0108-01-01,PS2,Platform,0.4
-01-0111-01-01,PSP,Misc,0.4
1999-01-01,N64,Sports,0.4
1997-01-01,N64,Fighting,0.4
1999-01-01,N64,Racing,0.4
1997-01-01,N64,Racing,0.4
-01-0101-01-01,PS2,Racing,0.4
-01-0109-01-01,PSP,Shooter,0.4
-01-0108-01-01,PS3,Platform,0.4
-01-0104-01-01,PS2,Misc,0.4
-01-0113-01-01,PC,Sports,0.4
1999-01-01,PS,Platform,0.4
-01-0107-01-01,PS2,Racing,0.4
-01-0105-01-01,PS2,Sports,0.4
-01-0112-01-01,PSV,Role-Playing,0.4
-01-0107-01-01,PS2,Sports,0.4
-01-0111-01-01,X360,Shooter,0.4
-01-0101-01-01,GBA,Action,0.4
-01-0106-01-01,Wii,Role-Playing,0.4
nan,3DS,Action,0.4
-01-0109-01-01,DS,Misc,0.4
-01-0105-01-01,XB,Racing,0.4
-01-0112-01-01,PC,Action,0.4
-01-0106-01-01,GC,Action,0.4
-01-0109-01-01,DS,Simulation,0.4
-01-0104-01-01,GC,Simulation,0.4
1999-01-01,PS,Racing,0.4
-01-0108-01-01,PS3,Misc,0.4
-01-0106-01-01,GBA,Role-Playing,0.4
-01-0104-01-01,GBA,Action,0.4
-01-0109-01-01,Wii,Racing,0.4
1999-01-01,PS,Misc,0.4
-01-01-01-01-01-01,X360,Sports,0.4
-01-0105-01-01,PSP,Fighting,0.4
-01-01-01-01-01-01,PC,Action,0.4
-01-0109-01-01,DS,Action,0.4
1995-01-01,SNES,Role-Playing,0.4
-01-0115-01-01,PS3,Sports,0.4
-01-0102-01-01,GC,Shooter,0.4
-01-0101-01-01,XB,Sports,0.4
-01-0108-01-01,PS3,Sports,0.4
-01-0109-01-01,Wii,Simulation,0.4
-01-0108-01-01,Wii,Sports,0.4
-01-01-01-01-01-01,PS,Adventure,0.4
-01-0103-01-01,PS2,Platform,0.4
-01-0107-01-01,PS3,Action,0.4
-01-0112-01-01,DS,Misc,0.4
-01-0109-01-01,DS,Action,0.4
1996-01-01,PS,Strategy,0.4
nan,PS2,Simulation,0.4
-01-0104-01-01,PS2,Strategy,0.4
-01-0104-01-01,GC,Shooter,0.4
-01-0107-01-01,DS,Role-Playing,0.4
1995-01-01,SNES,Role-Playing,0.4
-01-0108-01-01,Wii,Racing,0.4
-01-0106-01-01,DS,Platform,0.4
-01-0105-01-01,PS2,Racing,0.4
-01-0104-01-01,PS2,Fighting,0.39
-01-0115-01-01,X360,Action,0.39
-01-0107-01-01,X360,Action,0.39
-01-0109-01-01,DS,Adventure,0.39
-01-0107-01-01,PS2,Action,0.39
-01-0105-01-01,XB,Action,0.39
-01-0108-01-01,Wii,Simulation,0.39
-01-0107-01-01,PS2,Racing,0.39
-01-0109-01-01,DS,Action,0.39
1998-01-01,N64,Sports,0.39
-01-0112-01-01,3DS,Action,0.39
-01-0111-01-01,PSP,Role-Playing,0.39
-01-01-01-01-01-01,Wii,Action,0.39
-01-01-01-01-01-01,PS,Racing,0.39
-01-0109-01-01,DS,Action,0.39
1997-01-01,PS,Fighting,0.39
1982-01-01,2600,Racing,0.39
-01-0102-01-01,PS2,Shooter,0.39
-01-0109-01-01,X360,Fighting,0.39
-01-0111-01-01,Wii,Sports,0.39
-01-0103-01-01,GBA,Action,0.39
-01-0112-01-01,PS3,Simulation,0.39
-01-0108-01-01,PS2,Sports,0.39
-01-0115-01-01,PS4,Action,0.39
-01-01-01-01-01-01,PC,Role-Playing,0.39
-01-01-01-01-01-01,PS3,Action,0.39
-01-0102-01-01,XB,Shooter,0.39
-01-0112-01-01,3DS,Role-Playing,0.39
-01-01-01-01-01-01,PS3,Sports,0.39
-01-0102-01-01,GBA,Role-Playing,0.39
-01-0115-01-01,PS4,Action,0.39
-01-0116-01-01,XOne,Role-Playing,0.39
-01-01-01-01-01-01,X360,Sports,0.39
-01-0108-01-01,DS,Misc,0.39
-01-0108-01-01,PSP,Sports,0.39
-01-0108-01-01,DS,Sports,0.39
1981-01-01,2600,Action,0.39
-01-0111-01-01,3DS,Sports,0.39
1998-01-01,PS,Sports,0.39
-01-0108-01-01,DS,Misc,0.39
-01-0104-01-01,GC,Misc,0.39
-01-0109-01-01,PSP,Action,0.39
-01-0101-01-01,PS,Role-Playing,0.39
-01-0112-01-01,PS3,Action,0.39
-01-01-01-01-01-01,X360,Role-Playing,0.39
-01-0112-01-01,PSV,Action,0.39
-01-0111-01-01,3DS,Sports,0.39
-01-0111-01-01,Wii,Misc,0.39
-01-0103-01-01,XB,Sports,0.39
-01-0111-01-01,3DS,Strategy,0.39
-01-0104-01-01,GBA,Sports,0.39
1999-01-01,N64,Sports,0.39
-01-01-01-01-01-01,N64,Fighting,0.39
1998-01-01,N64,Racing,0.39
1999-01-01,N64,Action,0.39
-01-0109-01-01,Wii,Action,0.39
-01-0109-01-01,Wii,Action,0.39
-01-0116-01-01,PS4,Adventure,0.39
-01-0105-01-01,GC,Adventure,0.39
-01-0113-01-01,WiiU,Platform,0.39
-01-01-01-01-01-01,Wii,Action,0.39
-01-0113-01-01,PS4,Platform,0.39
-01-01-01-01-01-01,PS3,Action,0.39
-01-0103-01-01,PS2,Misc,0.39
-01-0109-01-01,X360,Action,0.39
-01-0108-01-01,DS,Racing,0.39
-01-01-01-01-01-01,PS2,Fighting,0.39
-01-0102-01-01,PS2,Action,0.39
-01-01-01-01-01-01,PS3,Misc,0.39
1991-01-01,SNES,Fighting,0.39
-01-0105-01-01,PS2,Sports,0.39
-01-0108-01-01,PS3,Action,0.39
-01-0111-01-01,Wii,Misc,0.39
-01-0103-01-01,PS2,Misc,0.39
1992-01-01,SNES,Fighting,0.39
-01-0101-01-01,GB,Role-Playing,0.39
-01-0112-01-01,X360,Shooter,0.39
-01-0106-01-01,PS2,Platform,0.39
-01-0105-01-01,GBA,Simulation,0.39
-01-0106-01-01,X360,Action,0.39
1994-01-01,SNES,Sports,0.39
-01-0105-01-01,DS,Strategy,0.39
-01-0102-01-01,PS2,Racing,0.39
-01-0112-01-01,Wii,Action,0.39
-01-0115-01-01,PS3,Sports,0.39
-01-0105-01-01,XB,Shooter,0.39
-01-0107-01-01,PS2,Sports,0.39
-01-0116-01-01,PS4,Racing,0.39
-01-0114-01-01,PS4,Misc,0.39
nan,PS3,Action,0.39
-01-0111-01-01,3DS,Action,0.39
-01-0108-01-01,PS2,Misc,0.39
1981-01-01,2600,Action,0.39
1999-01-01,PS,Simulation,0.39
-01-0109-01-01,Wii,Sports,0.39
-01-0109-01-01,DS,Adventure,0.39
-01-0113-01-01,3DS,Action,0.39
-01-01-01-01-01-01,X360,Sports,0.39
-01-0108-01-01,PS3,Racing,0.39
-01-0111-01-01,X360,Shooter,0.39
-01-0103-01-01,GBA,Sports,0.39
-01-0111-01-01,PS3,Role-Playing,0.39
-01-0103-01-01,PS2,Action,0.38
nan,PS3,Action,0.38
1996-01-01,PS,Sports,0.38
-01-0112-01-01,PSV,Racing,0.38
1991-01-01,SNES,Sports,0.38
-01-0103-01-01,PS2,Role-Playing,0.38
1998-01-01,GB,Platform,0.38
1997-01-01,PS,Racing,0.38
1998-01-01,PS,Racing,0.38
-01-0113-01-01,X360,Simulation,0.38
-01-0104-01-01,XB,Sports,0.38
-01-0107-01-01,PS2,Action,0.38
-01-0107-01-01,PS2,Strategy,0.38
-01-0109-01-01,Wii,Misc,0.38
-01-0106-01-01,PS3,Role-Playing,0.38
-01-0105-01-01,GBA,Platform,0.38
-01-0107-01-01,DS,Puzzle,0.38
-01-0111-01-01,3DS,Role-Playing,0.38
-01-0101-01-01,PS2,Sports,0.38
-01-0108-01-01,Wii,Fighting,0.38
-01-0102-01-01,GC,Shooter,0.38
-01-0107-01-01,PS3,Sports,0.38
-01-0107-01-01,DS,Misc,0.38
-01-0102-01-01,PS2,Strategy,0.38
-01-0102-01-01,GBA,Action,0.38
-01-0108-01-01,PS2,Sports,0.38
-01-0102-01-01,PS2,Action,0.38
-01-0113-01-01,Wii,Sports,0.38
-01-0105-01-01,DS,Platform,0.38
-01-0108-01-01,PS3,Action,0.38
-01-0115-01-01,PS4,Misc,0.38
1995-01-01,SAT,Role-Playing,0.38
-01-0109-01-01,DS,Misc,0.38
-01-0105-01-01,GC,Fighting,0.38
1994-01-01,PS,Sports,0.38
-01-0107-01-01,Wii,Sports,0.38
1998-01-01,PS,Action,0.38
-01-0114-01-01,X360,Shooter,0.38
-01-01-01-01-01-01,PS,Strategy,0.38
-01-0105-01-01,PS2,Misc,0.38
-01-0104-01-01,PS2,Racing,0.38
-01-0113-01-01,3DS,Adventure,0.38
-01-0116-01-01,PC,Shooter,0.38
-01-0103-01-01,GC,Sports,0.38
-01-0112-01-01,3DS,Action,0.38
-01-0111-01-01,3DS,Platform,0.38
-01-01-01-01-01-01,PS2,Sports,0.38
-01-0104-01-01,GBA,Action,0.38
-01-0106-01-01,PSP,Platform,0.38
-01-0103-01-01,PS2,Strategy,0.38
-01-0116-01-01,PS4,Role-Playing,0.38
1996-01-01,PS,Action,0.38
-01-0116-01-01,X360,Sports,0.38
-01-0102-01-01,PS2,Role-Playing,0.38
-01-0107-01-01,DS,Simulation,0.38
-01-01-01-01-01-01,PS2,Shooter,0.38
1991-01-01,GB,Role-Playing,0.38
-01-0108-01-01,PS2,Platform,0.38
-01-0108-01-01,PS2,Action,0.38
-01-0108-01-01,PS2,Shooter,0.38
-01-0111-01-01,PC,Action,0.38
-01-01-01-01-01-01,DS,Adventure,0.38
1996-01-01,SAT,Simulation,0.38
1999-01-01,PS,Action,0.38
-01-0102-01-01,XB,Action,0.38
-01-0107-01-01,PS2,Racing,0.38
1998-01-01,PS,Racing,0.38
-01-0108-01-01,DS,Role-Playing,0.38
-01-0109-01-01,PC,Simulation,0.38
1995-01-01,SNES,Strategy,0.38
-01-0113-01-01,PSV,Role-Playing,0.38
-01-01-01-01-01-01,PS3,Sports,0.38
-01-0109-01-01,DS,Action,0.38
-01-0103-01-01,GC,Adventure,0.38
-01-0111-01-01,PSP,Misc,0.38
-01-0112-01-01,3DS,Role-Playing,0.38
-01-01-01-01-01-01,Wii,Misc,0.38
-01-01-01-01-01-01,PSP,Action,0.38
-01-01-01-01-01-01,PS,Racing,0.38
-01-0109-01-01,PS3,Sports,0.38
-01-0107-01-01,Wii,Adventure,0.38
1999-01-01,PS,Sports,0.38
-01-0108-01-01,PS2,Action,0.38
nan,2600,Puzzle,0.38
-01-0109-01-01,DS,Racing,0.38
-01-0109-01-01,PSP,Fighting,0.38
-01-0107-01-01,PSP,Sports,0.38
-01-0108-01-01,Wii,Sports,0.38
-01-0108-01-01,DS,Simulation,0.38
-01-0108-01-01,Wii,Misc,0.38
-01-0105-01-01,PC,Strategy,0.38
-01-01-01-01-01-01,PSP,Sports,0.38
1982-01-01,2600,Action,0.38
-01-0104-01-01,PS2,Misc,0.38
-01-0114-01-01,PS3,Fighting,0.38
-01-0105-01-01,XB,Simulation,0.38
-01-0113-01-01,DS,Action,0.38
-01-01-01-01-01-01,PS2,Fighting,0.38
-01-0111-01-01,3DS,Sports,0.38
-01-0113-01-01,PS3,Misc,0.38
-01-0114-01-01,WiiU,Sports,0.38
-01-0104-01-01,GC,Action,0.38
-01-0109-01-01,DS,Simulation,0.38
-01-0108-01-01,DS,Simulation,0.38
-01-0109-01-01,Wii,Misc,0.37
-01-0112-01-01,WiiU,Action,0.37
-01-0113-01-01,PS3,Racing,0.37
1986-01-01,2600,Shooter,0.37
-01-0116-01-01,PS4,Action,0.37
-01-0106-01-01,PS2,Fighting,0.37
-01-01-01-01-01-01,DS,Action,0.37
-01-0108-01-01,DS,Adventure,0.37
nan,PSP,Action,0.37
1997-01-01,PS,Fighting,0.37
-01-0115-01-01,PS3,Simulation,0.37
-01-0109-01-01,Wii,Sports,0.37
-01-0116-01-01,PS4,Role-Playing,0.37
-01-0108-01-01,PS3,Misc,0.37
-01-0108-01-01,PS2,Sports,0.37
-01-0105-01-01,GC,Action,0.37
-01-0102-01-01,XB,Sports,0.37
-01-0106-01-01,X360,Sports,0.37
-01-0108-01-01,Wii,Simulation,0.37
-01-0111-01-01,PSP,Action,0.37
-01-0106-01-01,PS3,Sports,0.37
1994-01-01,PS,Shooter,0.37
-01-0106-01-01,PS2,Simulation,0.37
-01-0112-01-01,WiiU,Misc,0.37
-01-0111-01-01,PSP,Role-Playing,0.37
-01-0102-01-01,GC,Platform,0.37
-01-0103-01-01,PS2,Sports,0.37
-01-0104-01-01,PS2,Sports,0.37
-01-01-01-01-01-01,DS,Racing,0.37
-01-01-01-01-01-01,PC,Racing,0.37
-01-0106-01-01,PS2,Action,0.37
-01-0102-01-01,PS2,Sports,0.37
-01-0109-01-01,X360,Misc,0.37
1994-01-01,SNES,Sports,0.37
-01-0107-01-01,X360,Role-Playing,0.37
1995-01-01,SAT,Shooter,0.37
-01-0107-01-01,PS2,Action,0.37
1998-01-01,PS,Adventure,0.37
-01-0109-01-01,Wii,Sports,0.37
-01-01-01-01-01-01,PS3,Fighting,0.37
-01-0109-01-01,DS,Misc,0.37
-01-0105-01-01,X360,Shooter,0.37
-01-0113-01-01,PS3,Sports,0.37
-01-0107-01-01,PS3,Sports,0.37
-01-0111-01-01,Wii,Sports,0.37
-01-01-01-01-01-01,N64,Role-Playing,0.37
1999-01-01,N64,Shooter,0.37
-01-01-01-01-01-01,N64,Action,0.37
-01-0111-01-01,PC,Shooter,0.37
1981-01-01,2600,Action,0.37
-01-0104-01-01,GC,Role-Playing,0.37
-01-01-01-01-01-01,PSP,Action,0.37
-01-0116-01-01,PS4,Shooter,0.37
-01-0114-01-01,3DS,Misc,0.37
-01-0109-01-01,Wii,Racing,0.37
-01-0102-01-01,GC,Action,0.37
-01-0107-01-01,DS,Puzzle,0.37
-01-0106-01-01,X360,Action,0.37
-01-0116-01-01,PS4,Sports,0.37
-01-0107-01-01,Wii,Sports,0.37
-01-0103-01-01,GBA,Sports,0.37
-01-0115-01-01,PS3,Shooter,0.37
-01-0115-01-01,PS3,Action,0.37
-01-0106-01-01,DS,Platform,0.37
-01-0109-01-01,DS,Simulation,0.37
-01-0107-01-01,PSP,Racing,0.37
-01-0103-01-01,GBA,Adventure,0.37
-01-0111-01-01,X360,Role-Playing,0.37
-01-0108-01-01,DS,Simulation,0.37
-01-0116-01-01,PS4,Racing,0.37
-01-0105-01-01,PSP,Sports,0.37
1994-01-01,SNES,Strategy,0.37
-01-0106-01-01,PS2,Sports,0.37
-01-0109-01-01,Wii,Sports,0.37
-01-0109-01-01,Wii,Action,0.37
1999-01-01,N64,Sports,0.37
-01-0107-01-01,DS,Platform,0.37
1994-01-01,SNES,Role-Playing,0.37
-01-0107-01-01,PSP,Action,0.37
-01-0109-01-01,X360,Shooter,0.37
-01-0106-01-01,PS2,Role-Playing,0.37
-01-0114-01-01,XOne,Action,0.37
-01-0108-01-01,Wii,Role-Playing,0.37
1998-01-01,DC,Fighting,0.37
-01-0108-01-01,PC,Strategy,0.37
-01-0109-01-01,Wii,Action,0.37
-01-0108-01-01,DS,Fighting,0.37
1997-01-01,GB,Strategy,0.37
-01-0112-01-01,WiiU,Action,0.37
-01-0111-01-01,PS3,Shooter,0.37
-01-0106-01-01,PSP,Role-Playing,0.37
-01-0107-01-01,PS2,Simulation,0.37
-01-0106-01-01,PSP,Sports,0.37
-01-0112-01-01,WiiU,Action,0.36
nan,XB,Sports,0.36
-01-0109-01-01,Wii,Role-Playing,0.36
-01-0104-01-01,GC,Shooter,0.36
-01-0111-01-01,PC,Action,0.36
1994-01-01,SNES,Sports,0.36
-01-0108-01-01,PS2,Fighting,0.36
-01-0106-01-01,DS,Misc,0.36
1996-01-01,SAT,Adventure,0.36
-01-0101-01-01,PS2,Sports,0.36
-01-0114-01-01,PC,Strategy,0.36
-01-0114-01-01,PS3,Sports,0.36
-01-0108-01-01,DS,Platform,0.36
-01-0108-01-01,Wii,Simulation,0.36
-01-0109-01-01,DS,Racing,0.36
-01-0109-01-01,PC,Shooter,0.36
-01-01-01-01-01-01,Wii,Misc,0.36
-01-0109-01-01,DS,Adventure,0.36
1994-01-01,SNES,Fighting,0.36
-01-0116-01-01,WiiU,Shooter,0.36
-01-0109-01-01,PS3,Action,0.36
1993-01-01,SNES,Fighting,0.36
-01-01-01-01-01-01,X360,Action,0.36
-01-0102-01-01,PS2,Adventure,0.36
-01-0103-01-01,PS2,Sports,0.36
-01-0105-01-01,PS2,Action,0.36
-01-0105-01-01,PS2,Shooter,0.36
-01-01-01-01-01-01,DS,Fighting,0.36
-01-0109-01-01,DS,Role-Playing,0.36
-01-0107-01-01,DS,Sports,0.36
-01-0109-01-01,PS3,Platform,0.36
-01-0101-01-01,PS2,Simulation,0.36
-01-0105-01-01,PS2,Action,0.36
-01-0115-01-01,PSV,Role-Playing,0.36
1997-01-01,PS,Simulation,0.36
-01-0113-01-01,XOne,Simulation,0.36
-01-0102-01-01,GBA,Action,0.36
-01-0101-01-01,PS2,Role-Playing,0.36
1997-01-01,PS,Action,0.36
nan,GBA,Action,0.36
-01-0109-01-01,X360,Fighting,0.36
1997-01-01,SNES,Platform,0.36
1997-01-01,PS,Sports,0.36
-01-01-01-01-01-01,PS2,Sports,0.36
-01-0105-01-01,XB,Action,0.36
-01-01-01-01-01-01,N64,Action,0.36
1997-01-01,N64,Puzzle,0.36
1993-01-01,NES,Action,0.36
1997-01-01,N64,Action,0.36
-01-0109-01-01,Wii,Fighting,0.36
-01-0108-01-01,Wii,Action,0.36
-01-0101-01-01,PS,Racing,0.36
-01-0101-01-01,GBA,Sports,0.36
-01-0108-01-01,Wii,Sports,0.36
-01-01-01-01-01-01,Wii,Simulation,0.36
-01-0104-01-01,XB,Simulation,0.36
-01-0106-01-01,PSP,Role-Playing,0.36
-01-0102-01-01,GBA,Simulation,0.36
1994-01-01,SNES,Role-Playing,0.36
1999-01-01,PS,Racing,0.36
-01-0115-01-01,PS4,Misc,0.36
-01-0103-01-01,XB,Sports,0.36
-01-0105-01-01,PS2,Fighting,0.36
-01-0104-01-01,PS2,Sports,0.36
-01-0107-01-01,DS,Racing,0.36
-01-0104-01-01,PS2,Sports,0.36
-01-01-01-01-01-01,X360,Action,0.36
-01-0112-01-01,PSP,Strategy,0.36
-01-0107-01-01,Wii,Action,0.36
-01-0114-01-01,3DS,Role-Playing,0.36
-01-0103-01-01,PS2,Platform,0.36
-01-0103-01-01,PS2,Role-Playing,0.36
-01-01-01-01-01-01,PS,Simulation,0.36
-01-0108-01-01,PS3,Adventure,0.36
-01-0101-01-01,GBA,Strategy,0.36
-01-0116-01-01,XOne,Action,0.36
-01-0108-01-01,PSP,Sports,0.36
1995-01-01,PS,Fighting,0.36
1981-01-01,2600,Action,0.36
-01-0102-01-01,XB,Action,0.36
-01-0111-01-01,PSP,Role-Playing,0.36
1998-01-01,PS,Racing,0.36
1994-01-01,SNES,Platform,0.36
-01-0101-01-01,PS2,Racing,0.36
-01-0109-01-01,PS2,Sports,0.36
1999-01-01,DC,Sports,0.36
-01-0112-01-01,WiiU,Sports,0.36
-01-01-01-01-01-01,DS,Action,0.36
1997-01-01,PS,Racing,0.36
-01-0101-01-01,XB,Platform,0.36
-01-0113-01-01,PSV,Role-Playing,0.35
-01-0114-01-01,PS3,Action,0.35
1998-01-01,PS,Action,0.35
-01-0112-01-01,PSV,Racing,0.35
-01-0108-01-01,DS,Adventure,0.35
-01-0105-01-01,GBA,Sports,0.35
-01-0105-01-01,PS2,Sports,0.35
-01-0105-01-01,DS,Simulation,0.35
-01-0109-01-01,Wii,Misc,0.35
-01-0105-01-01,GC,Adventure,0.35
-01-0115-01-01,PS4,Simulation,0.35
-01-0113-01-01,PS3,Shooter,0.35
-01-0114-01-01,PC,Action,0.35
-01-0106-01-01,PS2,Role-Playing,0.35
1996-01-01,GB,Puzzle,0.35
-01-0107-01-01,PSP,Shooter,0.35
-01-0115-01-01,X360,Simulation,0.35
-01-0113-01-01,X360,Sports,0.35
-01-0113-01-01,3DS,Action,0.35
-01-0109-01-01,Wii,Misc,0.35
-01-0104-01-01,PS2,Sports,0.35
-01-0103-01-01,PS2,Misc,0.35
-01-0108-01-01,PSP,Platform,0.35
-01-0109-01-01,PSP,Sports,0.35
-01-0102-01-01,GBA,Action,0.35
-01-0103-01-01,PS2,Action,0.35
-01-0103-01-01,XB,Sports,0.35
-01-0108-01-01,Wii,Sports,0.35
-01-0111-01-01,X360,Misc,0.35
-01-0109-01-01,PSP,Action,0.35
-01-0107-01-01,DS,Strategy,0.35
-01-0106-01-01,PS2,Sports,0.35
-01-01-01-01-01-01,PS3,Action,0.35
-01-0109-01-01,PS3,Misc,0.35
1995-01-01,SNES,Action,0.35
1993-01-01,SNES,Racing,0.35
-01-0109-01-01,Wii,Sports,0.35
-01-0101-01-01,PS2,Fighting,0.35
-01-0103-01-01,PS2,Racing,0.35
-01-01-01-01-01-01,PS,Role-Playing,0.35
-01-0116-01-01,PS4,Shooter,0.35
-01-0112-01-01,WiiU,Action,0.35
-01-0116-01-01,PS4,Fighting,0.35
-01-0103-01-01,GBA,Action,0.35
-01-0111-01-01,DS,Fighting,0.35
-01-0109-01-01,Wii,Fighting,0.35
-01-0113-01-01,PSV,Action,0.35
-01-0113-01-01,X360,Action,0.35
-01-01-01-01-01-01,N64,Sports,0.35
nan,Wii,Action,0.35
-01-0115-01-01,PC,Simulation,0.35
-01-0103-01-01,PS2,Action,0.35
-01-0109-01-01,PS3,Strategy,0.35
-01-0106-01-01,GC,Racing,0.35
-01-0103-01-01,GBA,Action,0.35
-01-0112-01-01,PSP,Action,0.35
-01-0104-01-01,PS2,Platform,0.35
-01-01-01-01-01-01,X360,Fighting,0.35
-01-01-01-01-01-01,PS,Action,0.35
-01-0103-01-01,XB,Misc,0.35
-01-0113-01-01,PS3,Shooter,0.35
-01-0109-01-01,X360,Shooter,0.35
-01-0109-01-01,DS,Adventure,0.35
-01-0107-01-01,PS2,Sports,0.35
-01-0115-01-01,X360,Shooter,0.35
-01-0111-01-01,PS3,Fighting,0.35
-01-0109-01-01,PS2,Misc,0.35
-01-0102-01-01,PS2,Fighting,0.35
-01-0107-01-01,Wii,Action,0.35
-01-0105-01-01,PS2,Shooter,0.35
-01-0101-01-01,PS,Role-Playing,0.35
-01-0108-01-01,X360,Racing,0.35
-01-0116-01-01,XOne,Action,0.35
-01-0108-01-01,PS2,Platform,0.35
-01-0102-01-01,PS2,Sports,0.35
-01-0116-01-01,PS4,Platform,0.35
-01-0114-01-01,XOne,Shooter,0.35
-01-0108-01-01,DS,Misc,0.35
-01-0104-01-01,GC,Sports,0.35
-01-0103-01-01,PS2,Misc,0.35
-01-0103-01-01,PS2,Shooter,0.35
nan,X360,Strategy,0.35
-01-01-01-01-01-01,PS2,Sports,0.35
1998-01-01,PS,Racing,0.35
-01-01-01-01-01-01,PS2,Role-Playing,0.35
-01-0108-01-01,PS3,Shooter,0.35
1999-01-01,PS,Role-Playing,0.35
1996-01-01,SAT,Fighting,0.35
-01-0102-01-01,PS2,Platform,0.35
-01-0106-01-01,PSP,Sports,0.35
-01-0106-01-01,GC,Platform,0.35
nan,PC,Action,0.35
-01-0105-01-01,PS2,Adventure,0.35
-01-0116-01-01,PS4,Action,0.35
1998-01-01,PS,Puzzle,0.34
-01-0105-01-01,GBA,Misc,0.34
-01-0111-01-01,Wii,Sports,0.34
-01-0107-01-01,X360,Action,0.34
-01-0111-01-01,PSP,Strategy,0.34
-01-0102-01-01,GBA,Platform,0.34
-01-0108-01-01,PS2,Misc,0.34
-01-0109-01-01,Wii,Adventure,0.34
-01-0106-01-01,PS2,Action,0.34
-01-0113-01-01,WiiU,Shooter,0.34
-01-0111-01-01,PS3,Action,0.34
1999-01-01,DC,Fighting,0.34
1999-01-01,PS,Racing,0.34
-01-0108-01-01,X360,Sports,0.34
-01-01-01-01-01-01,Wii,Misc,0.34
-01-0104-01-01,GBA,Platform,0.34
-01-0107-01-01,DS,Action,0.34
